,_id,campaign,strategy,param,Total Action,Total PNL,Takeprofit,Stoploss
26,63547c23dbf8f2314e240e7b,-2.0_8.0,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -2.0, 'Basis_Exit': 8.0, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -2.0, 'basic_exit': 8.0}",20,5990000.0,13,4
27,63547c24f7c7f91092240e7b,-2.0_8.5,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -2.0, 'Basis_Exit': 8.5, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -2.0, 'basic_exit': 8.5}",20,6510000.0,13,4
28,63547c259440511e60240e7b,-2.0_9.0,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -2.0, 'Basis_Exit': 9.0, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -2.0, 'basic_exit': 9.0}",20,6860000.0,13,4
29,63547c253180b85d5d240e7b,-2.0_7.5,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -2.0, 'Basis_Exit': 7.5, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -2.0, 'basic_exit': 7.5}",22,5680000.0,14,4
30,63547cf7be4c7d1483240e7b,-1.5_5,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -1.5, 'Basis_Exit': 5, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -1.5, 'basic_exit': 5}",35,10250000.00000003,26,4
31,63547cfa703df94d4f240e7b,-1.5_6.5,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -1.5, 'Basis_Exit': 6.5, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -1.5, 'basic_exit': 6.5}",25,7550000.0,17,3
32,63547cfae1035365d7240e7b,-1.5_6.0,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -1.5, 'Basis_Exit': 6.0, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -1.5, 'basic_exit': 6.0}",27,8200000.0,19,3
33,63547cfac94e39eec3240e7b,-1.5_5.5,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -1.5, 'Basis_Exit': 5.5, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -1.5, 'basic_exit': 5.5}",30,9020000.0,22,3
34,63547cfc6f2fde3d06240e7b,-1.5_7.0,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -1.5, 'Basis_Exit': 7.0, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -1.5, 'basic_exit': 7.0}",25,7840000.000000089,17,3
35,63547dc8726d77fd79240e7b,-1.5_9.5,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -1.5, 'Basis_Exit': 9.5, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -1.5, 'basic_exit': 9.5}",13,3570000.0,7,2
36,63547dd0a85e68e85c240e7b,-1.5_7.5,"{'defined': {'F1_symbol': 'F1', 'F2_symbol': 'F2', 'best_bid_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestBid1'}, 'best_ask_F1': {'type': 'pair', 'symbol': 'F1_symbol', 'field': 'bestOffer1'}, 'best_bid_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestBid1'}, 'best_ask_F2': {'type': 'pair', 'symbol': 'F2_symbol', 'field': 'bestOffer1'}, 'Basis_Enter': -1.5, 'Basis_Exit': 7.5, 'quantity': 1, 'exchange': 'HNX'}, 'VN30F_PAIR': {'enter_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '>=', 'Basis_Enter'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0], ['is_maturity_date', '=', False]]], 'enter_action': [{'id': 'enter_1', 'type': 'make_order', 'exchange': 'exchange', 'symbol': 'F2_symbol', 'quantity': 'quantity', 'order_side': 'SELL', 'order_type': 'LO', 'price': 'best_bid_F2'}], 'enter_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F2', 'logic': '-', 'number_2': 'best_ask_F1'}, '<', 'Basis_Enter']]], 'exit_condition': [[['session', '=', 'LO'], [{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '>=', 'Basis_Exit'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'exit_action': [{'id': 'exit_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'LO', 'price': 'best_ask_F2'}], 'exit_cancel': [[[{'type': 'calculate', 'number_1': 'best_bid_F1', 'logic': '-', 'number_2': 'best_ask_F2'}, '<', 'Basis_Exit'], [[['is_maturity_date', '=', False]], [['time_in_date', '<', '14:00:00']]]]], 'pair_trading': {'symbol': 'F1_symbol', 'pair_symbol': 'F2_symbol'}, 'close_condition': [[['is_maturity_date', '=', True], ['time_in_date', '>', '14:00:00'], ['best_ask_F1', '>', 0], ['best_bid_F2', '>', 0]]], 'close_action': [{'id': 'close_1', 'type': 'close_order', 'symbol': 'F2_symbol', 'order_type': 'MAK'}]}}","{'basic_enter': -1.5, 'basic_exit': 7.5}",23,6650000.0,15,3
