Cặp_Coin,Tổng_Số_Lệnh,Số_Lệnh_Thắng,Số_Lệnh_Thua,Tỷ_Lệ_Thắng_%,Tổng_PnL_USD,Lợi_Nhuận_TB_%,Max_Phase_DCA
BTCUSDT,10,4,6,40.0,-2418.71,-0.57,0
